ko_id,gene_name,subcategory,evidence_tier,lambda_original,genus,n_genomes_with_ko,genus_genome_total,presence_fraction,y_transformed
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,uba2993,2,2,0.9999,1.5607961601207307
K03750,,,,,caiwxh01,1,2,0.5,0.7853981633974484
K02484,,,,,planktothricoides,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,emtcatb1,1,2,0.5,0.7853981633974484
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,recg01,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,rug521,2,9,0.2222222222222222,0.49088267828931137
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,desulfamplus,3,7,0.42857142857142855,0.7137243789447656
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,duqw01,1,1,0.9999,1.5607961601207307
K16264,,,,,pseudomonas_o,1,4,0.25,0.5235987755982989
K03750,,,,,jabdfw01,2,6,0.3333333333333333,0.6154797086703873
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,helicobacter_c,1,14,0.07142857142857142,0.2705497629785729
K08365,,,,,holdemanella,5,16,0.3125,0.5931997761496288
K02483,,,,,pfl25,2,2,0.9999,1.5607961601207307
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,chishuiella,2,2,0.9999,1.5607961601207307
K16264,,,,,caindz01,4,9,0.4444444444444444,0.7297276562269663
K02015,,,,,xyc2-full-37-10,1,2,0.5,0.7853981633974484
K09817,,,,,wagnerdoeblera,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,cag-95,1,26,0.038461538461538464,0.19739555984988078
K02013,,,,,streptobacillus,2,6,0.3333333333333333,0.6154797086703873
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,gca-002862325,1,2,0.5,0.7853981633974484
K03750,,,,,geitlerinema,1,2,0.5,0.7853981633974484
K01534,,,,,pnkf01,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,jajbsz01,1,2,0.5,0.7853981633974484
K16264,,,,,jaewgm01,1,2,0.5,0.7853981633974484
K02068,,,,,jabmpj01,1,2,0.5,0.7853981633974484
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,ta22,2,3,0.6666666666666666,0.9553166181245093
K09882,,,,,cycloclasticus,1,17,0.058823529411764705,0.24497866312686414
K02013,,,,,ldyb01,1,3,0.3333333333333333,0.6154797086703873
K16784,,,,,palsa-601,1,2,0.5,0.7853981633974484
K07798,,,,,palsa-187,2,4,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,szas-10,1,1,0.9999,1.5607961601207307
K02484,,,,,pullilachnospira,2,3,0.6666666666666666,0.9553166181245093
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,mannheimia,1,19,0.05263157894736842,0.23147736397017837
K09816,,,,,fimicola,3,6,0.5,0.7853981633974484
K00240,,,,,uba923,1,2,0.5,0.7853981633974484
K19591,,,,,nioz-uu13,1,3,0.3333333333333333,0.6154797086703873
K05895,,,,,uba1227,2,11,0.18181818181818182,0.4405106630046985
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,uba4066,1,5,0.2,0.4636476090008061
K02015,,,,,ghiorsea,1,2,0.5,0.7853981633974484
K02008,,,,,uba10170,1,2,0.5,0.7853981633974484
K16784,,,,,pseudomonas,2,128,0.015625,0.1253278311680654
K07798,,,,,slmf01,2,5,0.4,0.684719203002283
K09818,,,,,hy158,1,2,0.5,0.7853981633974484
K16784,,,,,b111-g9,1,4,0.25,0.5235987755982989
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jaczwl01,1,2,0.5,0.7853981633974484
K15725,,,,,botrimarina,2,2,0.9999,1.5607961601207307
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,pseudovibrio,7,21,0.3333333333333333,0.6154797086703873
K00240,,,,,uba2767,1,2,0.5,0.7853981633974484
K09820,,,,,ign3,1,10,0.1,0.3217505543966422
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,rgig4079,3,4,0.75,1.0471975511965976
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,trabulsiella,2,5,0.4,0.684719203002283
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,faecaligallichristensenella,1,3,0.3333333333333333,0.6154797086703873
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,jadfrg01,2,4,0.5,0.7853981633974484
K00245,,,,,caiqda01,1,2,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,pluralincolimonas,3,3,0.9999,1.5607961601207307
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,gwe2-40-63,1,6,0.16666666666666666,0.4205343352839651
K02016,,,,,jamlgr01,1,2,0.5,0.7853981633974484
K02010,,,,,jaausq01,1,2,0.5,0.7853981633974484
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,limnobaculum,3,8,0.375,0.659058035826409
K02006,,,,,flaviflexus,1,2,0.5,0.7853981633974484
K09816,,,,,sunxiuqinia,1,2,0.5,0.7853981633974484
K00240,,,,,electrothrix,1,6,0.16666666666666666,0.4205343352839651
K07798,,,,,jadjei01,1,2,0.5,0.7853981633974484
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,microsaccharimonas,1,4,0.25,0.5235987755982989
K09817,,,,,xyb2-full-50-12,1,2,0.5,0.7853981633974484
K02010,,,,,frackibacter,1,3,0.3333333333333333,0.6154797086703873
K08365,,,,,gca-2722315,1,4,0.25,0.5235987755982989
K02077,,,,,marinitoga,2,7,0.2857142857142857,0.5639426413606289
K02068,,,,,uba12294,1,16,0.0625,0.25268025514207865
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba6054,1,1,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,prauserella_b,2,2,0.9999,1.5607961601207307
K16264,,,,,uba5195,2,11,0.18181818181818182,0.4405106630046985
K08970,,,,,jaadhi01,1,2,0.5,0.7853981633974484
K02010,,,,,paludibacterium,4,6,0.6666666666666666,0.9553166181245093
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,mycobacterium,3,728,0.004120879120879121,0.0642382451732737
K02483,,,,,cl95,1,2,0.5,0.7853981633974484
K02484,,,,,sllw01,2,2,0.9999,1.5607961601207307
K15727,,,,,wfvt01,2,4,0.5,0.7853981633974484
K02075,,,,,gp1-aa142,1,1,0.9999,1.5607961601207307
K09815,,,,,bisgaardia,1,1,0.9999,1.5607961601207307
K09820,,,,,jaezwr01,2,2,0.9999,1.5607961601207307
K05895,,,,,methylocella,2,4,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jajynj01,5,6,0.8333333333333334,1.1502619915109316
K02483,,,,,iocasia,2,3,0.6666666666666666,0.9553166181245093
K02075,,,,,caiuac01,1,5,0.2,0.4636476090008061
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,cairtn01,1,2,0.5,0.7853981633974484
K00240,,,,,caitiq01,1,2,0.5,0.7853981633974484
K01534,,,,,fluviicola,2,3,0.6666666666666666,0.9553166181245093
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,uba6615,2,4,0.5,0.7853981633974484
K02013,,,,,uba932,1,1,0.9999,1.5607961601207307
K09816,,,,,paenisporosarcina,2,4,0.5,0.7853981633974484
K03750,,,,,jababd01,1,4,0.25,0.5235987755982989
K02483,,,,,qamx01,2,5,0.4,0.684719203002283
K09820,,,,,anaerofilum,1,5,0.2,0.4636476090008061
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,eremococcus,1,2,0.5,0.7853981633974484
K14711,,,,,aquabacterium_a,1,6,0.16666666666666666,0.4205343352839651
K02483,,,,,gp13-aa77,1,2,0.5,0.7853981633974484
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,rgig4284,1,3,0.3333333333333333,0.6154797086703873
K00245,,,,,sxrm01,1,7,0.14285714285714285,0.3875966866551806
K09820,,,,,limousia,3,4,0.75,1.0471975511965976
K19976,mntB,Transport/Homeostasis,Tier 2,0.3065316853443602,marinisubtilis,2,7,0.2857142857142857,0.5639426413606289
K02074,,,,,gca-2719775,1,2,0.5,0.7853981633974484
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,jafkfj01,2,4,0.5,0.7853981633974484
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,boudabousia,1,2,0.5,0.7853981633974484
K03831,,,,,bin18,1,4,0.25,0.5235987755982989
K11605,sitC,Transport/Homeostasis,Tier 1,0.1810812746006144,awrv01,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,campylobacter_e,1,9,0.1111111111111111,0.3398369094541219
K01534,,,,,jaacff01,1,2,0.5,0.7853981633974484
K11709,troD,Transport/Homeostasis,Tier 1,0.2209258229638139,c254,2,2,0.9999,1.5607961601207307
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,jacqva1,1,2,0.5,0.7853981633974484
K19594,gesB,Resistance/Detoxification,Tier 1,0.1559578884302989,desulfomarina,1,5,0.2,0.4636476090008061
K09819,,,,,desulfatibia_a,1,2,0.5,0.7853981633974484
K09820,,,,,marinisubtilis,2,7,0.2857142857142857,0.5639426413606289
K09820,,,,,jaeytb01,1,2,0.5,0.7853981633974484
K09815,,,,,cag-303,3,6,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,propionivibrio,3,12,0.25,0.5235987755982989
K15727,,,,,jahipl01,2,3,0.6666666666666666,0.9553166181245093
K02068,,,,,aaa044-d11,1,24,0.041666666666666664,0.20556893116117386
K03638,,,,,gca-2687015,1,2,0.5,0.7853981633974484
K01534,,,,,terrihabitans,2,4,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,spirosoma,4,10,0.4,0.684719203002283
K00240,,,,,azotobacter,3,11,0.2727272727272727,0.5494672447576274
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,rudaea,5,5,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,cackpv01,1,2,0.5,0.7853981633974484
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,b23-g16,2,3,0.6666666666666666,0.9553166181245093
K19973,,,,,jahjdg01,1,2,0.5,0.7853981633974484
K09815,,,,,dt-91,1,2,0.5,0.7853981633974484
K09882,,,,,uba6733,1,1,0.9999,1.5607961601207307
K02016,,,,,glycocaulis,2,4,0.5,0.7853981633974484
K09816,,,,,aquirickettsiella,3,4,0.75,1.0471975511965976
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,uba7239,2,4,0.5,0.7853981633974484
K02015,,,,,pseudomaricurvus,2,4,0.5,0.7853981633974484
K02483,,,,,uba10103,1,7,0.14285714285714285,0.3875966866551806
K09817,,,,,jabdqx01,2,2,0.9999,1.5607961601207307
K15727,,,,,ectothiorhodospira,1,13,0.07692307692307693,0.2810349015028136
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,pseudophaeobacter,5,8,0.625,0.9117382909684877
K02008,,,,,youngiibacter,2,8,0.25,0.5235987755982989
K02483,,,,,magnetobacterium,3,8,0.375,0.659058035826409
K07798,,,,,jabwcc01,1,2,0.5,0.7853981633974484
K02483,,,,,tmp-24,2,2,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,vgiw01,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,jafago01,1,2,0.5,0.7853981633974484
K07798,,,,,uba3663,1,8,0.125,0.36136712390670783
K16915,,,,,magnetospirillum,5,11,0.45454545454545453,0.7398807743787407
K09817,,,,,jaayby01,2,2,0.9999,1.5607961601207307
K02016,,,,,uba3076,5,6,0.8333333333333334,1.1502619915109316
K09819,,,,,caimwe01,1,5,0.2,0.4636476090008061
K02484,,,,,caiusp01,1,2,0.5,0.7853981633974484
K02484,,,,,rossellomorea,3,21,0.14285714285714285,0.3875966866551806
K02230,cobN,Transport/Homeostasis,Tier 2,0.8493536953288198,dtu068,2,5,0.4,0.684719203002283
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,vayn01,1,2,0.5,0.7853981633974484
K02015,,,,,budvicia,2,3,0.6666666666666666,0.9553166181245093
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,prauserella_b,1,2,0.5,0.7853981633974484
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,jabeux01,1,2,0.5,0.7853981633974484
K03981,,,,,j005,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,microbulbifer,7,13,0.5384615384615384,0.8238977337258601
K09882,,,,,brevirhabdus,1,3,0.3333333333333333,0.6154797086703873
K02013,,,,,uba6107,2,4,0.5,0.7853981633974484
K02010,,,,,jabjbs01,1,2,0.5,0.7853981633974484
K02009,cbiN,Transport/Homeostasis,Tier 2,0.5686107849885613,jaibjl01,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,hb2-32-21,3,6,0.5,0.7853981633974484
K16915,,,,,bacteroides,2,213,0.009389671361502348,0.09705260466250619
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,csp1-8,2,2,0.9999,1.5607961601207307
K00240,,,,,jajdxo01,1,4,0.25,0.5235987755982989
K15727,,,,,bacteroides_i,1,7,0.14285714285714285,0.3875966866551806
K09816,,,,,lsucc0057,1,2,0.5,0.7853981633974484
K09817,,,,,barrientosiimonas,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,serpentinimonas,1,4,0.25,0.5235987755982989
K09819,,,,,endomicrobium,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,fs08-3,2,4,0.5,0.7853981633974484
K15727,,,,,aquincolibacterium,2,3,0.6666666666666666,0.9553166181245093
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,psychrosphaera,2,4,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,xylophilus,3,4,0.75,1.0471975511965976
K03446,emrB,Resistance/Detoxification,Tier 2,0.6930795793230609,jajyrq01,1,1,0.9999,1.5607961601207307
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,uba629,1,6,0.16666666666666666,0.4205343352839651
K03831,,,,,nostoc_b,2,5,0.4,0.684719203002283
K02483,,,,,scadc1-2-3,2,5,0.4,0.684719203002283
K05895,,,,,jaipew01,1,2,0.5,0.7853981633974484
K05895,,,,,jabcph02,1,2,0.5,0.7853981633974484
K09818,,,,,suttonella_a,1,2,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,desulfobacca,1,3,0.3333333333333333,0.6154797086703873
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,rubrobacter_b,1,2,0.5,0.7853981633974484
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,turicibacter,2,11,0.18181818181818182,0.4405106630046985
K03831,,,,,palsa-1006,2,3,0.6666666666666666,0.9553166181245093
K09818,,,,,aeromonas,1,124,0.008064516129032258,0.0899237936488343
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,geofilum,4,4,0.9999,1.5607961601207307
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,umgs363,8,14,0.5714285714285714,0.8570719478501309
K01534,,,,,jaezzm01,1,2,0.5,0.7853981633974484
K01534,,,,,isoptericola,1,4,0.25,0.5235987755982989
K02013,,,,,virgibacillus_b,2,2,0.9999,1.5607961601207307
K02483,,,,,heliomicrobium,2,2,0.9999,1.5607961601207307
K15727,,,,,jaenix01,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,xyd1-full-55-31,1,2,0.5,0.7853981633974484
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,qwoq01,1,2,0.5,0.7853981633974484
K00240,,,,,actinoallomurus,1,2,0.5,0.7853981633974484
K00240,,,,,rug114,1,2,0.5,0.7853981633974484
K02483,,,,,lentimonas,1,15,0.06666666666666667,0.2611574109030243
K03831,,,,,ohtaekwangia,2,4,0.5,0.7853981633974484
K02015,,,,,jackof01,1,2,0.5,0.7853981633974484
K09883,cobT,Transport/Homeostasis,Tier 2,0.846628805205085,mycobacterium,3,728,0.004120879120879121,0.0642382451732737
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,sodaliphilus,4,55,0.07272727272727272,0.27306064669838653
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,jaivgv01,1,1,0.9999,1.5607961601207307
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,syft01,1,3,0.3333333333333333,0.6154797086703873
K02190,cbiK,Transport/Homeostasis,Tier 2,0.7861808686665489,vallitalea,1,3,0.3333333333333333,0.6154797086703873
K02008,,,,,jadkav01,2,7,0.2857142857142857,0.5639426413606289
K00245,,,,,parasutterella,6,15,0.4,0.684719203002283
K02015,,,,,uba4882,4,9,0.4444444444444444,0.7297276562269663
K02016,,,,,sfj001,2,4,0.5,0.7853981633974484
K16264,,,,,jamlgj01,2,5,0.4,0.684719203002283
K09819,,,,,jamljg01,2,2,0.9999,1.5607961601207307
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,jabsqk01,1,2,0.5,0.7853981633974484
K02013,,,,,mogibacterium,1,4,0.25,0.5235987755982989
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,uba2177,1,1,0.9999,1.5607961601207307
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,uba9264,1,2,0.5,0.7853981633974484
K02069,STAR2,Transport/Homeostasis,Tier 1,0.5138841377981769,jaeztc01,1,4,0.25,0.5235987755982989
K19591,,,,,uba4765,2,6,0.3333333333333333,0.6154797086703873
K02015,,,,,jahikv01,1,2,0.5,0.7853981633974484
K07798,,,,,jacoun01,1,2,0.5,0.7853981633974484
K07644,cusS,Sensing/Regulation,Tier 1,0.5829791855461725,marinimicrobium,1,4,0.25,0.5235987755982989
K02006,,,,,jahjri01,1,4,0.25,0.5235987755982989
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,duoj01,2,2,0.9999,1.5607961601207307
K01534,,,,,pwli01,1,2,0.5,0.7853981633974484
K02075,,,,,campylobacter_e,3,9,0.3333333333333333,0.6154797086703873
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,ag-426-i14,1,2,0.5,0.7853981633974484
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,b6-g13,1,2,0.5,0.7853981633974484
K07798,,,,,puia,3,11,0.2727272727272727,0.5494672447576274
K02483,,,,,arthrobacter_k,3,4,0.75,1.0471975511965976
K15725,,,,,novacetimonas,5,13,0.38461538461538464,0.6689640742684072
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,uba2486,1,8,0.125,0.36136712390670783
K02013,,,,,jacpzm01,1,1,0.9999,1.5607961601207307
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,jaczwl01,1,2,0.5,0.7853981633974484
K00240,,,,,uba6955,1,3,0.3333333333333333,0.6154797086703873
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,palsa-1005,1,3,0.3333333333333333,0.6154797086703873
K16915,,,,,hgm13006,1,9,0.1111111111111111,0.3398369094541219
K02010,,,,,pwlr01,1,2,0.5,0.7853981633974484
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,jabhkc01,2,2,0.9999,1.5607961601207307
K09815,,,,,desulfaltia,2,4,0.5,0.7853981633974484
K03750,,,,,fen-1087,2,5,0.4,0.684719203002283
K00240,,,,,nitratifractor,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,2-01-full-41-14,1,2,0.5,0.7853981633974484
K08970,,,,,65-79,1,2,0.5,0.7853981633974484
K00380,,,,,rugosibacter,1,7,0.14285714285714285,0.3875966866551806
K02077,,,,,himb100,1,4,0.25,0.5235987755982989
K09882,,,,,jiella,1,2,0.5,0.7853981633974484
K09817,,,,,uba6902,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,uba4664,1,1,0.9999,1.5607961601207307
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,chromatium,2,4,0.5,0.7853981633974484
K02013,,,,,shuttleworthia,1,2,0.5,0.7853981633974484
K00245,,,,,brh-c8a,1,2,0.5,0.7853981633974484
K02484,,,,,tateyamaria,2,6,0.3333333333333333,0.6154797086703873
K03750,,,,,gca-2715505,2,2,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,nm07-p-09,3,3,0.9999,1.5607961601207307
K09818,,,,,rsa5,1,3,0.3333333333333333,0.6154797086703873
K03750,,,,,ucb3,1,2,0.5,0.7853981633974484
K02483,,,,,uba5972,3,3,0.9999,1.5607961601207307
K16264,,,,,jamcwa01,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,archangium_a,1,2,0.5,0.7853981633974484
K02007,cbiM,Transport/Homeostasis,Tier 2,0.5554474595698389,cryptoclostridium,1,2,0.5,0.7853981633974484
K02484,,,,,vulcanococcus,3,9,0.3333333333333333,0.6154797086703873
K02013,,,,,fen-1058,2,2,0.9999,1.5607961601207307
K02010,,,,,jafdhf01,2,2,0.9999,1.5607961601207307
K02075,,,,,ghiorsea,2,2,0.9999,1.5607961601207307
K02013,,,,,loktanella,1,6,0.16666666666666666,0.4205343352839651
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,paenibacillus_j,3,14,0.21428571428571427,0.4812753739423435
K02008,,,,,desulfaltia,2,4,0.5,0.7853981633974484
K15725,,,,,rug11551,1,1,0.9999,1.5607961601207307
K09815,,,,,rhodospira,1,3,0.3333333333333333,0.6154797086703873
K15727,,,,,fredricksoniimonas,1,5,0.2,0.4636476090008061
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,caitkp01,1,15,0.06666666666666667,0.2611574109030243
K15725,,,,,uba1147,1,3,0.3333333333333333,0.6154797086703873
K09817,,,,,jabjgh01,1,3,0.3333333333333333,0.6154797086703873
K07787,cusA,Resistance/Detoxification,Tier 1,0.7903100387029138,b1sed10-166,1,7,0.14285714285714285,0.3875966866551806
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,uba2031,1,5,0.2,0.4636476090008061
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,jaload01,1,1,0.9999,1.5607961601207307
K02013,,,,,jaazno01,1,4,0.25,0.5235987755982989
K02015,,,,,taishania,1,3,0.3333333333333333,0.6154797086703873
K17686,copA,Resistance/Detoxification,Tier 2,0.5113467748694513,dtu025,2,3,0.6666666666666666,0.9553166181245093
K09817,,,,,jiangella,2,5,0.4,0.684719203002283
K13638,zntR,Sensing/Regulation,Tier 2,0.9113917988122212,bms3abin13,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,rug714,3,3,0.9999,1.5607961601207307
K02012,afuA,Transport/Homeostasis,Tier 1,0.5256319286864727,cyclobacterium,2,7,0.2857142857142857,0.5639426413606289
K11707,troA,Transport/Homeostasis,Tier 1,0.1427548455398582,natronocella,1,2,0.5,0.7853981633974484
K03523,bioY,Transport/Homeostasis,Tier 2,0.3913104502221118,olb13,1,6,0.16666666666666666,0.4205343352839651
K02015,,,,,capillibacterium,1,4,0.25,0.5235987755982989
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,r-rk-3,1,2,0.5,0.7853981633974484
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,12-full-67-14b,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,sllg01,1,3,0.3333333333333333,0.6154797086703873
K02016,,,,,qyqd01,1,1,0.9999,1.5607961601207307
K02074,,,,,fructilactobacillus,5,9,0.5555555555555556,0.8410686705679302
K09882,,,,,caityl01,1,2,0.5,0.7853981633974484
K02010,,,,,fibrobacter,1,55,0.01818181818181818,0.13525195824465555
K09818,,,,,janthg01,1,2,0.5,0.7853981633974484
K03638,,,,,advenella,4,11,0.36363636363636365,0.6472848480156526
K02484,,,,,zhenhengia,1,6,0.16666666666666666,0.4205343352839651
K02015,,,,,robiginitalea,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,phosphoribacter,2,8,0.25,0.5235987755982989
K00380,,,,,lacimicrobium,2,2,0.9999,1.5607961601207307
K02483,,,,,gca-2709565,1,1,0.9999,1.5607961601207307
K09816,,,,,rgig9079,1,2,0.5,0.7853981633974484
K02068,,,,,pwym01,1,8,0.125,0.36136712390670783
K02006,,,,,rgig1711,1,3,0.3333333333333333,0.6154797086703873
K07665,cusR,Resistance/Detoxification,Tier 1,0.4088795708368367,pseudolabrys,1,25,0.04,0.2013579207903308
K03673,dsbA,Unknown,Tier 2,0.6413594922712997,aquisalimonas,2,5,0.4,0.684719203002283
K02484,,,,,porticoccus,1,13,0.07692307692307693,0.2810349015028136
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,awtp1-9,1,2,0.5,0.7853981633974484
K11705,,,,,ferdinandcohnia,1,2,0.5,0.7853981633974484
K09816,,,,,uba11490,3,5,0.6,0.8860771237926137
K09818,,,,,jacqed01,2,2,0.9999,1.5607961601207307
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,soonwooa,2,2,0.9999,1.5607961601207307
K02016,,,,,ar19,1,2,0.5,0.7853981633974484
K16783,,,,,scatolibacter,1,3,0.3333333333333333,0.6154797086703873
K15727,,,,,sltb01,1,6,0.16666666666666666,0.4205343352839651
K16784,,,,,shnd01,1,2,0.5,0.7853981633974484
K03325,ACR3,Resistance/Detoxification,Tier 1,0.5419485256329538,km106-2,1,4,0.25,0.5235987755982989
K09817,,,,,olb19,2,6,0.3333333333333333,0.6154797086703873
K02015,,,,,sklg01,1,2,0.5,0.7853981633974484
K02013,,,,,thermoclostridium_a,2,2,0.9999,1.5607961601207307
K02016,,,,,uba11795,2,4,0.5,0.7853981633974484
K02015,,,,,slcp01,3,4,0.75,1.0471975511965976
K03635,MOCS2B,Cofactor Biosynthesis,Tier 2,0.5305892439358237,uba2979,2,6,0.3333333333333333,0.6154797086703873
K09817,,,,,wfva01,1,3,0.3333333333333333,0.6154797086703873
K09815,,,,,jadhtt01,2,3,0.6666666666666666,0.9553166181245093
K15726,czcA,Resistance/Detoxification,Tier 1,0.6546049730743905,wybw01,2,2,0.9999,1.5607961601207307
K03750,,,,,jejuia,2,5,0.4,0.684719203002283
K03831,,,,,palsa-1005,1,3,0.3333333333333333,0.6154797086703873
K19973,,,,,bythopirellula,1,2,0.5,0.7853981633974484
K11710,,,,,arenibacterium,1,2,0.5,0.7853981633974484
K09817,,,,,jadfxg01,1,2,0.5,0.7853981633974484
K16264,,,,,natronoflexus,1,2,0.5,0.7853981633974484
K03831,,,,,pusillimonas_c,2,4,0.5,0.7853981633974484
K09815,,,,,rxiv01,3,7,0.42857142857142855,0.7137243789447656
K19975,,,,,acamd-2,2,5,0.4,0.684719203002283
